cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
3111309,MG,Sudeste,Campo do Meio,campo_do_meio,11625,pequeno_10k_50k,2022,4615,778,2117,0.1685807150595883,0.4587215601300108,1878.93,1979.75,1539.31,440.44000000000005,0.28612820029753605,403,375,127,74,179,1342,1960.15,2000.83,1355.82,869.02,5784.95,1940.84
3111408,MG,Sudeste,Campo Florido,campo_florido,8931,muito_pequeno_ate_10k,2022,4271,680,2496,0.15921329899321002,0.5844064621868414,2307.22,2492.97,2119.0,373.9699999999998,0.17648419065596976,525,155,5,148,109,832,2539.09,2337.25,2000.0,904.99,7176.42,2334.05
3111507,MG,Sudeste,Campos Altos,campos_altos,13076,pequeno_10k_50k,2022,6190,829,3442,0.13392568659127624,0.5560581583198707,2370.63,3120.38,1731.5,1388.88,0.8021253248628357,456,372,20,273,267,1359,3209.87,3010.73,2067.93,1033.1,6033.98,3085.35
3111606,MG,Sudeste,Campos Gerais,campos_gerais,26749,pequeno_10k_50k,2022,11880,1288,7004,0.10841750841750841,0.5895622895622895,2068.6,2605.71,1610.42,995.29,0.6180313210218451,1125,163,208,504,480,2396,2711.44,1877.16,3325.93,1025.51,4686.27,2704.96
3111705,MG,Sudeste,Canaã,canaa,4839,muito_pequeno_ate_10k,2022,1882,322,768,0.17109458023379384,0.40807651434643993,1452.88,1954.82,1152.17,802.6499999999999,0.6966419885954327,151,171,2,38,53,699,2258.93,1687.17,1112.0,794.79,3738.28,1416.8
3111804,MG,Sudeste,Canápolis,canapolis,10716,pequeno_10k_50k,2022,4646,937,2249,0.20167886353852776,0.4840723202755058,2177.32,2487.82,1715.9,771.9200000000001,0.44986304563202983,868,69,64,209,92,1096,2541.25,1814.14,1824.11,865.61,5959.61,2814.18
3111903,MG,Sudeste,Cana Verde,cana_verde,5342,muito_pequeno_ate_10k,2022,2177,351,1321,0.16123105190629305,0.6067983463481855,1758.17,2675.43,1359.47,1315.9599999999998,0.9679948803577862,314,37,,,31,474,2605.88,3267.64,,,5465.8,1950.48
3112000,MG,Sudeste,Candeias,candeias,14211,pequeno_10k_50k,2022,6448,692,3613,0.10732009925558313,0.5603287841191067,1759.07,2297.79,1511.15,786.6399999999999,0.5205571915428646,554,138,23,127,199,1783,2386.35,1942.6,5144.75,845.45,3323.23,1864.51
3112059,MG,Sudeste,Cantagalo,cantagalo,4029,muito_pequeno_ate_10k,2022,1486,410,653,0.2759084791386272,0.43943472409152085,1635.16,1831.22,1325.16,506.05999999999995,0.3818859609405656,278,131,,91,54,278,1960.77,1557.04,,491.13,6526.13,1504.64
3112109,MG,Sudeste,Caparaó,caparao,5138,muito_pequeno_ate_10k,2022,2516,293,1000,0.11645468998410174,0.397456279809221,1389.09,2048.08,1184.35,863.73,0.7292861063030356,229,64,,28,47,1148,2208.49,1474.12,,537.73,5227.91,1263.49
3112208,MG,Sudeste,Capela Nova,capela_nova,4397,muito_pequeno_ate_10k,2022,1662,352,454,0.21179302045728038,0.273164861612515,1323.97,1956.21,1211.94,744.27,0.6141145601267388,233,120,9,81,45,721,1937.09,1993.36,1043.33,515.19,2807.0,1087.59
3112307,MG,Sudeste,Capelinha,capelinha,41858,pequeno_10k_50k,2022,19172,2047,10434,0.10677029000625912,0.5442311704569164,1905.57,2855.17,1510.8,1344.3700000000001,0.8898398199629336,1551,496,52,627,619,5363,2695.13,3355.67,1518.34,869.84,5975.27,1954.72
3112406,MG,Sudeste,Capetinga,capetinga,6627,muito_pequeno_ate_10k,2022,2795,303,1667,0.10840787119856887,0.596422182468694,1946.84,2569.69,1643.02,926.6700000000001,0.5640040900293364,217,87,9,76,42,698,2689.24,2270.98,2982.78,1038.24,3712.25,2381.97
3112505,MG,Sudeste,Capim Branco,capim_branco,11210,pequeno_10k_50k,2022,4693,605,2481,0.12891540592371617,0.5286597059450245,2108.95,2211.16,1943.62,267.53999999999996,0.13765036375423167,320,285,194,168,144,1092,2581.8,1795.75,2794.39,872.15,5350.35,2033.08
3112604,MG,Sudeste,Capinópolis,capinopolis,14872,pequeno_10k_50k,2022,6753,993,3916,0.14704575744113726,0.5798904190730045,2149.68,2316.2,1868.54,447.65999999999985,0.2395774240851145,563,429,23,307,326,1188,2485.65,2093.83,1708.9,884.88,5367.07,2389.39
3112653,MG,Sudeste,Capitão Andrade,capitao_andrade,4634,muito_pequeno_ate_10k,2022,1696,416,578,0.24528301886792453,0.3408018867924528,1601.71,2071.86,1279.55,792.3100000000002,0.6192098784729008,189,227,12,61,53,575,2277.64,1900.18,2107.54,524.36,3473.9,1517.41
3112703,MG,Sudeste,Capitão Enéas,capitao_eneas,14403,pequeno_10k_50k,2022,5722,887,3576,0.15501572876616568,0.6249563089828731,1529.86,1953.7,1381.27,572.4300000000001,0.4144229585815953,502,386,4,192,54,999,2288.45,1517.9,100.0,535.3,6776.07,1552.91
3112802,MG,Sudeste,Capitólio,capitolio,10991,pequeno_10k_50k,2022,5478,505,2860,0.09218692953632712,0.5220883534136547,2521.03,2813.41,2087.65,725.7599999999998,0.34764448063612186,284,221,6,487,348,1268,3206.91,2308.63,1300.0,1370.12,6389.49,2762.17
3112901,MG,Sudeste,Caputira,caputira,9128,muito_pequeno_ate_10k,2022,4398,596,1643,0.13551614370168258,0.37357889949977263,1600.72,1883.36,1092.35,791.01,0.7241360369844831,303,293,4,70,129,1956,2092.05,1667.41,3900.0,549.51,6276.48,1666.6
3113008,MG,Sudeste,Caraí,carai,19511,pequeno_10k_50k,2022,4244,1063,1828,0.25047125353440153,0.43072573044297835,1417.91,2059.59,1090.49,969.1000000000001,0.8886830690790379,798,265,,325,43,973,2248.68,1490.71,,443.7,2370.13,1559.81
3113107,MG,Sudeste,Caranaíba,caranaiba,2942,muito_pequeno_ate_10k,2022,1058,253,458,0.2391304347826087,0.43289224952741023,1580.88,2117.48,1238.82,878.6600000000001,0.709271726320208,121,131,,34,21,289,2311.48,1938.66,,560.69,2775.79,1654.01
3113206,MG,Sudeste,Carandaí,carandai,24403,pequeno_10k_50k,2022,9988,1200,5516,0.12014417300760913,0.5522627152583099,1927.79,2551.15,1664.24,886.9100000000001,0.5329219343363938,854,347,48,419,312,2460,2932.64,1611.66,2189.07,816.68,6218.77,1829.16
3113305,MG,Sudeste,Carangola,carangola,32134,pequeno_10k_50k,2022,13939,1824,6427,0.1308558720137743,0.46108042183800846,1957.08,2893.55,1517.26,1376.2900000000002,0.9070890948156547,1411,413,100,746,640,4164,3283.04,1563.49,2821.95,915.01,5041.81,1862.5
3113404,MG,Sudeste,Caratinga,caratinga,90890,medio_50k_100k,2022,37681,4789,18977,0.12709323000981929,0.5036225153260264,2274.67,3178.92,1854.26,1324.66,0.7143874106112411,3642,1147,90,1227,1271,11302,3350.87,2632.72,1385.15,1031.54,7257.97,2172.78
3113503,MG,Sudeste,Carbonita,carbonita,8603,muito_pequeno_ate_10k,2022,3598,685,1829,0.1903835464146748,0.5083379655364091,1608.89,2018.77,1480.0,538.77,0.3640337837837837,520,165,,190,56,838,2107.32,1739.52,,585.63,4339.52,1605.17
3113602,MG,Sudeste,Careaçu,careacu,7062,muito_pequeno_ate_10k,2022,3066,324,1448,0.10567514677103718,0.47227658186562294,2233.38,2310.61,1957.86,352.7500000000002,0.18017120733862502,182,142,119,54,75,1048,2517.46,2045.49,2224.75,990.98,7607.2,2270.46
3113701,MG,Sudeste,Carlos Chagas,carlos_chagas,18783,pequeno_10k_50k,2022,7171,1008,3818,0.14056616929298563,0.5324222563101381,1827.8,2567.9,1478.08,1089.8200000000002,0.7373213899112363,453,554,7,385,222,1732,3056.61,2168.28,5900.0,828.78,4877.51,1983.48
3113800,MG,Sudeste,Carmésia,carmesia,2693,muito_pequeno_ate_10k,2022,1099,415,300,0.3776160145586897,0.272975432211101,1698.36,1951.17,1161.01,790.1600000000001,0.6805798399669254,324,91,10,67,54,252,2046.45,1610.92,3399.86,767.49,4588.99,1478.5
3113909,MG,Sudeste,Carmo da Cachoeira,carmo_da_cachoeira,11767,pequeno_10k_50k,2022,5510,603,3508,0.10943738656987295,0.6366606170598911,1876.77,2857.42,1461.29,1396.13,0.9554092616797487,526,77,37,133,180,1042,3010.21,1814.68,1486.22,990.38,6354.7,2064.15
3114006,MG,Sudeste,Carmo da Mata,carmo_da_mata,11291,pequeno_10k_50k,2022,5512,650,3187,0.1179245283018868,0.5781930333817126,1920.14,2976.34,1721.33,1255.0100000000002,0.729093201187454,380,270,33,337,151,1153,2968.85,2986.91,1827.05,855.43,2758.4,2078.29
3114105,MG,Sudeste,Carmo de Minas,carmo_de_minas,14125,pequeno_10k_50k,2022,6035,709,3564,0.11748135874067937,0.5905550952775477,1824.24,2605.87,1574.39,1031.4799999999998,0.6551616816671852,515,194,7,392,96,1254,2682.01,2404.17,1211.51,1087.69,7970.69,1856.94
3114204,MG,Sudeste,Carmo do Cajuru,carmo_do_cajuru,24581,pequeno_10k_50k,2022,12307,1202,7132,0.09766799382465263,0.5795075973023482,2140.58,2679.48,1980.75,698.73,0.35276031806134034,770,431,236,572,303,2855,2722.73,2602.19,1987.34,1113.45,4644.07,2257.44
3114303,MG,Sudeste,Carmo do Paranaíba,carmo_do_paranaiba,29885,pequeno_10k_50k,2022,13083,1344,6950,0.10272873194221509,0.5312237254452342,2474.06,2935.25,1958.87,976.3800000000001,0.4984404273892602,1045,300,26,760,464,3538,3194.49,2031.41,2013.59,1296.1,5628.53,3153.33
3114402,MG,Sudeste,Carmo do Rio Claro,carmo_do_rio_claro,21506,pequeno_10k_50k,2022,10314,958,4828,0.09288345937560598,0.468101609462866,1955.95,2811.39,1728.96,1082.4299999999998,0.6260584397556912,724,234,12,427,439,3641,2574.33,3543.47,2400.0,1079.64,3346.21,1959.47
3114501,MG,Sudeste,Carmópolis de Minas,carmopolis_de_minas,18561,pequeno_10k_50k,2022,9010,888,4601,0.09855715871254161,0.5106548279689234,2087.51,2430.12,1599.13,830.9899999999998,0.5196513104000298,665,223,110,163,502,2742,2484.04,2269.29,1201.42,897.52,5723.92,2227.03
3114550,MG,Sudeste,Carneirinho,carneirinho,9633,muito_pequeno_ate_10k,2022,4671,793,2603,0.1697709269963605,0.5572682509098694,2508.07,2546.12,2226.94,319.17999999999984,0.14332671737900426,299,494,11,172,210,872,2702.53,2451.43,3564.07,1064.83,5955.55,2698.65
3114600,MG,Sudeste,Carrancas,carrancas,4161,muito_pequeno_ate_10k,2022,1998,266,838,0.13313313313313313,0.4194194194194194,2150.8,2203.31,1444.94,758.3699999999999,0.5248453222971194,57,209,16,90,85,700,2235.36,2194.49,3283.23,811.72,5940.12,2647.12
3114709,MG,Sudeste,Carvalhópolis,carvalhopolis,3419,muito_pequeno_ate_10k,2022,1583,321,605,0.20277953253316489,0.3821857233101706,2023.67,2533.94,1715.62,818.3200000000002,0.47698208227929273,207,113,,11,39,607,2899.28,1864.13,,641.9,3938.37,1962.45
3114808,MG,Sudeste,Carvalhos,carvalhos,4503,muito_pequeno_ate_10k,2022,1790,403,520,0.22513966480446929,0.2905027932960894,1889.03,2339.98,1335.51,1004.47,0.7521246564982667,310,93,15,113,29,708,2451.52,1967.34,6848.44,790.42,4679.2,1997.23
3114907,MG,Sudeste,Casa Grande,casa_grande,2260,muito_pequeno_ate_10k,2022,945,248,359,0.2624338624338624,0.3798941798941799,2410.75,1848.66,1647.54,201.12000000000012,0.12207290870024412,31,217,5,6,18,308,2539.33,1748.63,1193.32,140.61,3170.72,3769.51
3115003,MG,Sudeste,Cascalho Rico,cascalho_rico,2751,muito_pequeno_ate_10k,2022,1170,436,419,0.37264957264957266,0.3581196581196581,1843.72,1830.17,1645.93,184.24,0.11193671662828919,260,176,,12,18,285,1910.29,1711.46,,472.08,11759.82,1601.73
3115102,MG,Sudeste,Cássia,cassia,17491,pequeno_10k_50k,2022,7449,847,4085,0.11370653779030743,0.5483957578198416,2104.25,3099.72,1650.25,1449.4699999999998,0.87833358582033,597,250,9,264,256,1988,3128.39,3031.26,7148.94,1036.96,5530.69,2291.75
3115201,MG,Sudeste,Conceição da Barra de Minas,conceicao_da_barra_de_minas,3576,muito_pequeno_ate_10k,2022,1373,200,606,0.14566642388929352,0.44136926438455937,2155.04,1646.62,1391.86,254.76,0.18303565013722656,47,153,,61,14,487,1996.68,1538.32,,754.34,3923.39,3447.17
3115300,MG,Sudeste,Cataguases,cataguases,67732,medio_50k_100k,2022,28188,3239,15915,0.11490705264651625,0.5646019582801192,2243.76,2905.8,1996.05,909.7500000000002,0.4557751559329677,2323,916,110,1346,981,6516,2911.16,2892.22,3447.76,1035.51,4924.41,2311.34
3115359,MG,Sudeste,Catas Altas,catas_altas,5706,muito_pequeno_ate_10k,2022,2358,456,1212,0.19338422391857507,0.5139949109414759,2478.7,2766.31,2434.8,331.50999999999976,0.1361549203219976,402,54,15,18,73,576,2884.06,1892.54,3163.91,1057.5,6383.17,1846.35
3115409,MG,Sudeste,Catas Altas da Noruega,catas_altas_da_noruega,3124,muito_pequeno_ate_10k,2022,1161,179,524,0.15417743324720068,0.45133505598621876,1447.67,1799.81,1413.42,386.3899999999999,0.27337238754227333,49,129,10,44,28,376,1967.63,1735.83,1212.0,496.11,2106.87,1397.06
3115458,MG,Sudeste,Catuji,catuji,7248,muito_pequeno_ate_10k,2022,2345,461,1097,0.19658848614072494,0.46780383795309166,1467.53,2197.25,1120.39,1076.86,0.9611474575817347,250,211,9,7,31,740,2068.41,2350.09,3500.0,195.12,6266.94,1314.07
3115474,MG,Sudeste,Catuti,catuti,4788,muito_pequeno_ate_10k,2022,1457,513,555,0.3520933424845573,0.3809196980096088,1128.59,1504.78,776.65,728.13,0.9375265563638704,202,311,,115,10,263,1683.44,1388.84,,364.41,3315.06,1387.65
3115508,MG,Sudeste,Caxambu,caxambu,21412,pequeno_10k_50k,2022,9414,1439,4084,0.15285744635649035,0.43382196728277034,2290.73,3249.19,1707.57,1541.6200000000001,0.902815111532763,1013,426,52,634,381,2802,3555.21,2520.88,1839.06,1065.49,6976.53,2272.75
3115607,MG,Sudeste,Cedro do Abaeté,cedro_do_abaete,1084,muito_pequeno_ate_10k,2022,436,187,155,0.4288990825688073,0.3555045871559633,1592.69,1810.82,1282.26,528.56,0.4122096922620997,155,32,,42,2,48,1678.86,2450.78,,651.23,1212.0,2379.76
3115706,MG,Sudeste,Central de Minas,central_de_minas,6213,muito_pequeno_ate_10k,2022,1891,509,805,0.26916975145425703,0.4257006874669487,1966.06,2204.47,1281.13,923.3399999999997,0.7207231116280155,362,147,3,69,91,410,2346.17,1856.28,5000.0,683.72,7748.07,1933.27
3115805,MG,Sudeste,Centralina,centralina,10447,pequeno_10k_50k,2022,4152,764,2158,0.18400770712909442,0.5197495183044316,2429.77,2260.61,2082.03,178.57999999999993,0.08577205900011053,519,246,,240,176,815,2386.9,1993.96,,805.89,6795.1,3046.35
3115904,MG,Sudeste,Chácara,chacara,3194,muito_pequeno_ate_10k,2022,1397,251,519,0.1796707229778096,0.37151037938439513,1757.37,2360.6,1521.9,838.6999999999998,0.5510874564688875,115,136,3,93,25,502,2631.95,2130.59,345.0,977.89,3766.75,1748.05
3116001,MG,Sudeste,Chalé,chale,6289,muito_pequeno_ate_10k,2022,2078,510,759,0.24542829643888353,0.3652550529355149,1652.63,1921.39,1266.75,654.6400000000001,0.5167870534833237,320,190,6,84,19,700,2021.28,1753.49,1300.67,747.16,3324.94,1941.97
3116100,MG,Sudeste,Chapada do Norte,chapada_do_norte,9763,muito_pequeno_ate_10k,2022,3775,1167,1567,0.3091390728476821,0.41509933774834434,1565.1,1784.82,1405.4,379.41999999999985,0.26997296143446703,557,609,8,132,97,805,2025.39,1564.95,1227.89,625.67,3546.59,1475.3
3116159,MG,Sudeste,Chapada Gaúcha,chapada_gaucha,12904,pequeno_10k_50k,2022,4363,861,2008,0.19734127893651157,0.4602337840935136,2437.33,2096.23,1783.29,312.94000000000005,0.17548463794447344,574,287,14,226,213,1041,2191.15,1906.08,2282.66,644.69,10679.05,2686.95
3116209,MG,Sudeste,Chiador,chiador,2868,muito_pequeno_ate_10k,2022,1064,308,546,0.2894736842105263,0.5131578947368421,1763.72,1670.14,1595.09,75.05000000000018,0.04705063664119269,188,121,,66,14,130,1697.39,1627.89,,1051.0,7180.47,2479.92
3116308,MG,Sudeste,Cipotânea,cipotanea,5549,muito_pequeno_ate_10k,2022,1584,374,548,0.2361111111111111,0.34595959595959597,1336.48,2242.24,999.01,1243.2299999999998,1.2444620173972232,257,116,10,28,43,582,2492.68,1689.31,1098.95,467.1,4548.29,880.36
3116407,MG,Sudeste,Claraval,claraval,4786,muito_pequeno_ate_10k,2022,2181,203,977,0.09307657038055937,0.44795965153599265,1821.06,2190.44,1678.27,512.1700000000001,0.3051773552527306,163,40,4,104,26,867,2245.02,1968.47,1000.0,889.88,3711.42,1954.14
3116506,MG,Sudeste,Claro dos Poções,claro_dos_pocoes,7230,muito_pequeno_ate_10k,2022,2340,490,978,0.2094017094017094,0.41794871794871796,1349.35,2034.31,1144.23,890.0799999999999,0.7778855649650855,349,140,8,160,56,645,2170.95,1694.06,2010.64,457.65,4575.86,1049.39
3116605,MG,Sudeste,Cláudio,claudio,31936,pequeno_10k_50k,2022,16819,1334,9603,0.07931506034841548,0.5709614126880314,2178.1,2634.97,1865.64,769.3299999999997,0.41236787375913875,1009,325,154,700,1000,4028,2885.16,1858.06,1236.86,1002.72,4838.17,2351.96
3116704,MG,Sudeste,Coimbra,coimbra,7293,muito_pequeno_ate_10k,2022,3089,426,1418,0.13790870831984461,0.4590482356749757,1751.83,2343.43,1539.07,804.3599999999999,0.5226273009024931,255,171,,186,132,924,2561.89,2018.29,,797.11,3764.71,1697.74
3116803,MG,Sudeste,Coluna,coluna,8206,muito_pequeno_ate_10k,2022,3309,484,1509,0.1462677546086431,0.45602901178603805,1409.8,2248.95,1067.07,1181.8799999999999,1.1075936911355395,262,222,,288,120,908,2512.41,1938.57,,416.81,5396.29,1319.44
3116902,MG,Sudeste,Comendador Gomes,comendador_gomes,2804,muito_pequeno_ate_10k,2022,1387,271,645,0.19538572458543618,0.4650324441240086,2367.32,2149.94,1783.68,366.26,0.20533952278435597,187,83,66,44,20,342,2241.12,1945.23,1744.9,1834.95,2555.44,3817.81
3117009,MG,Sudeste,Comercinho,comercinho,6540,muito_pequeno_ate_10k,2022,1413,481,498,0.34041047416843595,0.3524416135881104,1343.19,1927.25,935.06,992.19,1.061097683571108,262,219,20,109,24,280,2063.48,1764.64,1186.34,383.06,2468.27,1356.8
3117108,MG,Sudeste,Conceição da Aparecida,conceicao_da_aparecida,10705,pequeno_10k_50k,2022,4580,453,1852,0.09890829694323144,0.4043668122270742,2129.69,2302.09,1686.5,615.5900000000001,0.36501037651941903,347,106,23,220,98,1934,2425.3,1898.8,3287.02,993.43,5420.62,2462.8
3117207,MG,Sudeste,Conceição das Pedras,conceicao_das_pedras,2840,muito_pequeno_ate_10k,2022,1286,234,442,0.18195956454121306,0.343701399688958,1672.76,2247.24,1337.07,910.1699999999998,0.6807197828086786,169,66,,13,19,577,2355.21,1969.06,,920.46,2095.64,1699.04
3117306,MG,Sudeste,Conceição das Alagoas,conceicao_das_alagoas,30278,pequeno_10k_50k,2022,11979,1747,7256,0.1458385507972285,0.6057266883713165,2452.17,2679.46,2220.8,458.65999999999985,0.2065291786743515,1380,367,104,533,452,1872,2913.18,1800.24,1518.62,833.38,7356.16,2442.83
3117405,MG,Sudeste,Conceição de Ipanema,conceicao_de_ipanema,4503,muito_pequeno_ate_10k,2022,1955,352,451,0.18005115089514068,0.230690537084399,1400.11,1809.97,1230.08,579.8900000000001,0.47142462278876174,193,159,9,42,28,1072,1830.65,1784.86,1208.77,568.37,2232.96,1349.75
3117504,MG,Sudeste,Conceição do Mato Dentro,conceicao_do_mato_dentro,24559,pequeno_10k_50k,2022,10276,1355,5899,0.13186064616582327,0.5740560529388867,2197.81,2801.84,2185.16,616.6800000000003,0.2822127441468818,976,379,22,724,231,2035,3179.57,1827.63,1080.35,875.78,6495.58,1813.06
3117603,MG,Sudeste,Conceição do Pará,conceicao_do_para,5584,muito_pequeno_ate_10k,2022,2498,324,1218,0.1297037630104083,0.4875900720576461,2018.02,2903.63,1703.95,1199.68,0.7040582176707064,229,95,3,101,58,793,3181.41,2234.28,4200.0,947.08,3335.26,2169.59
3117702,MG,Sudeste,Conceição do Rio Verde,conceicao_do_rio_verde,12765,pequeno_10k_50k,2022,5589,538,3419,0.09626051171944892,0.6117373412059403,1847.64,2518.99,1532.76,986.2299999999998,0.6434340666510086,384,154,3,288,184,1155,2710.47,2040.49,800.0,838.96,4551.75,2290.48
3117801,MG,Sudeste,Conceição dos Ouros,conceicao_dos_ouros,11218,pequeno_10k_50k,2022,5558,645,3027,0.11604893846707448,0.544620367038503,1948.3,1802.57,1596.27,206.29999999999995,0.12923878792434862,387,258,,75,259,1551,1834.28,1755.05,,728.31,5600.4,2145.45
3117836,MG,Sudeste,Cônego Marinho,conego_marinho,7433,muito_pequeno_ate_10k,2022,1707,490,633,0.28705330990041006,0.37082601054481545,1322.27,1916.55,1235.05,681.5,0.551799522286547,342,147,,108,18,451,1880.81,1999.53,,538.21,2133.12,838.27
3117876,MG,Sudeste,Confins,confins,7758,muito_pequeno_ate_10k,2022,3807,615,1989,0.16154452324665092,0.5224586288416075,2341.33,3037.29,2002.66,1034.6299999999999,0.5166278849130654,430,186,12,99,27,1043,3531.08,1894.82,1485.5,889.99,5228.47,2658.53
3117900,MG,Sudeste,Congonhal,congonhal,11444,pequeno_10k_50k,2022,5273,558,2817,0.10582211264934573,0.5342309880523421,2308.59,2375.14,2002.72,372.41999999999985,0.18595709834624907,482,76,24,137,160,1573,2489.43,1655.4,2155.6,989.96,6173.98,2548.47
3118007,MG,Sudeste,Congonhas,congonhas,55272,medio_50k_100k,2022,24488,2848,15371,0.11630186213655667,0.6276951976478276,2399.35,3457.25,2138.01,1319.2399999999998,0.6170410802568742,1872,975,369,428,702,4732,3814.5,2771.47,1916.14,912.18,5667.49,2281.94
3118106,MG,Sudeste,Congonhas do Norte,congonhas_do_norte,4924,muito_pequeno_ate_10k,2022,1983,295,710,0.1487644982349975,0.35804336863338376,1357.7,2048.83,1503.86,544.97,0.36238080672403017,235,60,9,308,22,639,2248.13,1272.6,1332.26,583.84,3155.31,1189.58
3118205,MG,Sudeste,Conquista,conquista,6878,muito_pequeno_ate_10k,2022,3260,553,1875,0.1696319018404908,0.5751533742331288,2277.55,2709.22,1983.36,725.8599999999999,0.36597491126169723,364,190,144,135,97,454,2900.33,2342.8,2360.82,879.36,6722.18,2369.39
3118304,MG,Sudeste,Conselheiro Lafaiete,conselheiro_lafaiete,138946,grande_acima_100k,2022,63091,5965,38433,0.09454597327669556,0.6091677101329825,2544.98,3483.2,2362.87,1120.33,0.47413949984552684,4366,1599,490,2138,2038,13902,3827.46,2543.36,3322.85,962.13,6101.41,2294.13
3118403,MG,Sudeste,Conselheiro Pena,conselheiro_pena,21052,pequeno_10k_50k,2022,8366,1283,3501,0.15335883337317716,0.4184795601243127,2044.3,2768.9,1561.84,1207.0600000000002,0.7728448496644984,778,505,10,366,276,2887,3185.72,2127.05,1212.0,779.75,5590.02,2036.9
3118502,MG,Sudeste,Consolação,consolacao,1569,muito_pequeno_ate_10k,2022,757,144,190,0.190224570673712,0.2509907529722589,1593.08,2237.15,1495.81,741.3400000000001,0.49561107359891987,75,69,,7,7,409,2672.89,1768.9,,227.5,4700.65,1383.68
3118601,MG,Sudeste,Contagem,contagem,651718,grande_acima_100k,2022,314171,27706,179146,0.08818764303516238,0.5702181296173103,2588.59,3728.19,2366.9,1361.29,0.5751362541721239,21579,6126,3078,9905,10043,82437,3927.98,3024.49,2253.47,1119.43,5753.51,2386.05
3118700,MG,Sudeste,Coqueiral,coqueiral,9188,muito_pequeno_ate_10k,2022,3929,465,2146,0.11835072537541359,0.5461949605497582,1730.32,2576.98,1347.03,1229.95,0.913082856358062,425,40,,241,110,967,2182.75,6745.54,,817.12,6415.52,1871.01
3118809,MG,Sudeste,Coração de Jesus,coracao_de_jesus,26138,pequeno_10k_50k,2022,9830,2118,3795,0.21546286876907425,0.38606307222787384,1312.31,1920.48,1084.89,835.5899999999999,0.7702071177723087,1117,1000,33,611,199,3063,2240.28,1563.23,941.29,497.78,5143.19,1067.68
3118908,MG,Sudeste,Cordisburgo,cordisburgo,7535,muito_pequeno_ate_10k,2022,3219,429,1409,0.13327120223671948,0.4377135756446101,1541.86,2072.88,1411.95,660.9300000000001,0.46809731222777007,359,70,9,255,25,1083,2184.89,1496.27,1488.56,859.66,2090.17,1581.2
3119005,MG,Sudeste,Cordislândia,cordislandia,3236,muito_pequeno_ate_10k,2022,1351,139,789,0.10288675055514433,0.5840118430792006,1538.76,1891.54,1393.09,498.45000000000005,0.3578017213532507,102,37,7,53,10,354,1834.15,2048.46,1175.58,796.41,3110.86,1798.07
3119104,MG,Sudeste,Corinto,corinto,23988,pequeno_10k_50k,2022,8219,1229,4078,0.14953157318408566,0.4961674169607008,1783.36,2443.65,1394.53,1049.1200000000001,0.7523108143962483,971,258,68,512,288,2036,2549.54,2045.21,1807.38,944.77,5161.79,1868.14
3119203,MG,Sudeste,Coroaci,coroaci,11240,pequeno_10k_50k,2022,4298,917,1810,0.21335504885993486,0.4211261051651931,1890.81,2067.72,1648.72,418.9999999999998,0.25413654228735005,621,296,13,186,122,1250,2277.22,1628.6,2779.09,739.56,6399.19,1832.08
3119302,MG,Sudeste,Coromandel,coromandel,30114,pequeno_10k_50k,2022,13621,1702,7210,0.12495411496953233,0.5293297114749285,2764.87,3096.4,1981.74,1114.66,0.5624653082644544,1378,323,111,447,1018,3099,3353.96,1998.43,2867.78,1002.52,8273.92,2786.3
3119401,MG,Sudeste,Coronel Fabriciano,coronel_fabriciano,108708,grande_acima_100k,2022,44496,4692,26561,0.10544768069039914,0.5969300611290903,2341.21,3179.65,2090.33,1089.3200000000002,0.5211234589753773,3413,1279,905,1529,1615,9175,3454.09,2447.06,2382.13,993.16,5850.72,2240.33
3119500,MG,Sudeste,Coronel Murta,coronel_murta,8237,muito_pequeno_ate_10k,2022,2549,768,866,0.3012946253432719,0.33974107493134564,1352.55,1794.88,1261.85,533.0300000000002,0.42241946348615156,661,107,5,135,52,722,1882.23,1253.37,4700.0,597.47,3056.13,983.85
3119609,MG,Sudeste,Coronel Pacheco,coronel_pacheco,2789,muito_pequeno_ate_10k,2022,1064,207,515,0.19454887218045114,0.48402255639097747,1702.61,1984.0,1508.45,475.54999999999995,0.3152573834068082,164,43,4,18,12,308,1890.15,2341.89,3001.0,1010.04,4397.8,1754.59
3119708,MG,Sudeste,Coronel Xavier Chaves,coronel_xavier_chaves,3599,muito_pequeno_ate_10k,2022,1540,193,642,0.1253246753246753,0.41688311688311686,2341.77,3159.4,1693.79,1465.6100000000001,0.8652843622881232,167,25,,128,43,527,3344.71,1941.72,,869.62,6410.36,2832.6
