cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
3122207,MG,Sudeste,Divinolândia de Minas,divinolandia_de_minas,6583,muito_pequeno_ate_10k,2022,2381,423,1295,0.17765644687106258,0.5438891222175557,1627.45,2026.92,1310.93,715.99,0.5461695132463213,194,229,6,142,58,458,1800.9,2218.63,1359.42,787.76,5272.98,1957.77
3122306,MG,Sudeste,Divinópolis,divinopolis,243583,grande_acima_100k,2022,121765,10651,66193,0.08747176939186137,0.5436126965876894,2683.66,4603.35,2136.51,2466.84,1.1546119606273781,7970,2681,465,3657,5434,34951,4924.72,3647.81,2879.6,1161.2,6662.0,2626.86
3122355,MG,Sudeste,Divisa Alegre,divisa_alegre,6541,muito_pequeno_ate_10k,2022,2395,564,948,0.23549060542797495,0.39582463465553236,1575.1,2010.69,1304.62,706.0700000000002,0.5412074013889103,351,213,,85,41,754,2032.72,1974.39,,429.72,4886.36,1522.97
3122405,MG,Sudeste,Divisa Nova,divisa_nova,6002,muito_pequeno_ate_10k,2022,2692,331,1516,0.12295690936106983,0.563150074294205,1717.43,2357.17,1437.01,920.1600000000001,0.6403295732110423,304,27,9,53,37,747,2428.07,1544.29,1851.31,932.7,3392.01,1973.86
3122454,MG,Sudeste,Divisópolis,divisopolis,10659,pequeno_10k_50k,2022,3293,682,1566,0.20710598238688127,0.47555420589128455,1230.12,1699.31,1045.19,654.1199999999999,0.6258383643165357,312,369,,323,34,688,1806.16,1608.94,,609.73,5873.04,1248.18
3122470,MG,Sudeste,Dom Bosco,dom_bosco,3763,muito_pequeno_ate_10k,2022,1412,301,661,0.2131728045325779,0.4681303116147309,1870.74,2413.59,1552.81,860.7800000000002,0.5543369761915498,148,153,7,73,37,333,3158.43,1688.9,2212.0,574.85,2768.91,2190.64
3122504,MG,Sudeste,Dom Cavati,dom_cavati,4967,muito_pequeno_ate_10k,2022,2046,416,920,0.20332355816226785,0.4496578690127077,1803.38,2372.5,1503.16,869.3399999999999,0.5783416269725112,245,172,12,66,57,575,2624.85,2013.16,3105.92,891.87,3639.05,1768.87
3122603,MG,Sudeste,Dom Joaquim,dom_joaquim,5074,muito_pequeno_ate_10k,2022,2020,304,1074,0.1504950495049505,0.5316831683168317,1651.28,2328.61,1623.32,705.2900000000002,0.43447379444595047,261,43,,159,45,437,2329.23,2324.82,,780.59,4803.83,1238.88
3122702,MG,Sudeste,Dom Silvério,dom_silverio,5355,muito_pequeno_ate_10k,2022,2308,337,1222,0.14601386481802425,0.5294627383015598,1830.82,2943.34,1535.4,1407.94,0.9169858017454735,187,150,2,131,88,528,3406.75,2368.09,800.0,840.32,3616.68,1758.29
3122801,MG,Sudeste,Dom Viçoso,dom_vicoso,3184,muito_pequeno_ate_10k,2022,1322,263,453,0.1989409984871407,0.3426626323751891,1803.48,2393.58,1651.73,741.8499999999999,0.4491351492071949,222,41,,24,34,547,2522.89,1695.34,,717.11,6132.3,1420.79
3122900,MG,Sudeste,Dona Euzébia,dona_euzebia,6250,muito_pequeno_ate_10k,2022,2838,347,1274,0.1222692036645525,0.448907681465821,1688.47,2117.68,1431.99,685.6899999999998,0.4788371427174769,291,56,,60,96,1061,2193.99,1719.61,,962.37,4329.27,1658.13
3123007,MG,Sudeste,Dores de Campos,dores_de_campos,10359,pequeno_10k_50k,2022,4913,471,2736,0.09586810502747813,0.5568898839812741,1734.82,2359.32,1562.57,796.7500000000002,0.5098971566073842,319,152,9,164,248,1285,2421.27,2229.23,6943.53,790.92,3405.7,1635.52
3123106,MG,Sudeste,Dores de Guanhães,dores_de_guanhaes,5114,muito_pequeno_ate_10k,2022,1764,522,715,0.29591836734693877,0.40532879818594103,1515.23,1756.39,1375.39,381.0,0.27701233831858607,454,68,,49,21,456,1760.97,1725.81,,686.06,4538.63,1410.16
3123205,MG,Sudeste,Dores do Indaiá,dores_do_indaia,12730,pequeno_10k_50k,2022,5448,829,2570,0.15216593245227605,0.47173274596182085,2162.6,2460.3,1712.07,748.2300000000002,0.43703236433089776,567,262,5,371,269,1391,2614.27,2127.18,1400.0,1065.3,3133.66,2897.52
3123304,MG,Sudeste,Dores do Turvo,dores_do_turvo,5192,muito_pequeno_ate_10k,2022,1977,404,793,0.20435002529084473,0.4011127971674254,1975.51,1761.12,1331.2,429.91999999999985,0.3229567307692307,356,48,,46,121,591,1815.79,1359.55,,682.41,6176.72,2126.46
3123403,MG,Sudeste,Doresópolis,doresopolis,1498,muito_pequeno_ate_10k,2022,770,181,289,0.23506493506493506,0.37532467532467534,1629.51,1911.4,1456.12,455.2800000000002,0.3126665384721041,175,7,,25,23,252,1930.09,1409.81,,1468.12,2684.13,1547.28
3123502,MG,Sudeste,Douradoquara,douradoquara,1869,muito_pequeno_ate_10k,2022,823,397,214,0.4823815309842041,0.2600243013365735,2096.69,1960.29,1788.96,171.32999999999993,0.09577072712637502,224,173,,4,12,193,2269.14,1560.79,,560.25,3555.87,2601.16
3123528,MG,Sudeste,Durandé,durande,8065,muito_pequeno_ate_10k,2022,3770,411,1805,0.1090185676392573,0.47877984084880637,1860.93,2186.9,1307.27,879.6300000000001,0.672875534510851,255,156,6,57,72,1419,2173.0,2209.7,2092.14,724.93,4799.13,2365.45
3123601,MG,Sudeste,Elói Mendes,eloi_mendes,27429,pequeno_10k_50k,2022,12763,1392,6763,0.10906526678680561,0.5298910914361827,2155.05,2779.72,1690.63,1089.0899999999997,0.644191810153611,1210,182,119,646,427,3416,2828.58,2455.71,1799.17,1055.1,6627.59,2481.18
3123700,MG,Sudeste,Engenheiro Caldas,engenheiro_caldas,14501,pequeno_10k_50k,2022,4997,699,2065,0.13988393035821492,0.4132479487692616,1844.9,1867.09,1475.29,391.79999999999995,0.26557490391719596,235,465,,90,71,2071,2429.85,1582.8,,984.37,5083.35,2132.39
3123809,MG,Sudeste,Engenheiro Navarro,engenheiro_navarro,6373,muito_pequeno_ate_10k,2022,2321,428,1122,0.18440327445066781,0.4834123222748815,1440.85,1995.57,1310.39,685.1799999999998,0.5228825006295834,244,184,2,114,37,618,2150.86,1790.12,1700.0,574.61,3735.16,1315.14
3123858,MG,Sudeste,Entre Folhas,entre_folhas,5295,muito_pequeno_ate_10k,2022,1740,334,813,0.19195402298850575,0.4672413793103448,1601.75,2256.36,1357.33,899.0300000000002,0.6623518230643988,175,159,7,57,55,469,2547.2,1936.78,1505.4,693.6,3336.26,1421.16
3123908,MG,Sudeste,Entre Rios de Minas,entre_rios_de_minas,15157,pequeno_10k_50k,2022,6640,725,3349,0.1091867469879518,0.5043674698795181,2276.82,2576.38,1954.77,621.6100000000001,0.3179964906357271,347,377,33,253,395,1885,3239.77,1965.21,2154.54,859.53,5860.63,2174.77
3124005,MG,Sudeste,Ervália,ervalia,21091,pequeno_10k_50k,2022,9433,1159,4475,0.1228665323863034,0.4743983886356408,1816.13,2506.01,1334.5,1171.5100000000002,0.8778643686774075,743,415,28,150,309,3312,2857.32,1877.42,19178.46,843.44,4095.47,1909.76
3124104,MG,Sudeste,Esmeraldas,esmeraldas,93103,medio_50k_100k,2022,39232,3086,21157,0.07866027732463295,0.5392791598694943,1993.83,2945.4,1824.58,1120.8200000000002,0.6142893158973572,2396,691,327,2559,901,11122,3154.5,2220.33,2205.05,1132.17,5792.98,1901.18
3124203,MG,Sudeste,Espera Feliz,espera_feliz,24844,pequeno_10k_50k,2022,11183,1316,5128,0.11767861933291604,0.4585531610480193,1778.63,2389.09,1395.65,993.44,0.7118117006412783,1003,313,12,509,438,3770,2412.88,2312.75,1212.0,947.37,3722.24,1971.06
3124302,MG,Sudeste,Espinosa,espinosa,31375,pequeno_10k_50k,2022,11424,1910,4953,0.16719187675070027,0.4335609243697479,1418.4,2349.39,1217.35,1132.04,0.9299215509097631,1397,514,43,587,292,3639,2525.05,1872.02,1231.29,579.78,3392.02,1182.51
3124401,MG,Sudeste,Espírito Santo do Dourado,espirito_santo_do_dourado,7132,muito_pequeno_ate_10k,2022,3341,287,1377,0.0859024244238252,0.412152050284346,1865.28,1916.01,1706.72,209.28999999999996,0.12262702728039754,167,119,6,44,58,1569,1964.8,1847.66,968.08,759.76,2623.94,2001.41
3124500,MG,Sudeste,Estiva,estiva,11880,pequeno_10k_50k,2022,5502,470,2386,0.08542348237004725,0.4336604870956016,1782.03,2575.22,1538.71,1036.5099999999998,0.6736227099323457,333,138,4,67,85,2490,2557.19,2618.76,2500.0,997.81,4785.6,1782.91
3124609,MG,Sudeste,Estrela Dalva,estrela_dalva,2189,muito_pequeno_ate_10k,2022,712,223,313,0.31320224719101125,0.4396067415730337,1688.88,1904.94,1479.7,425.24,0.28738257754950336,122,101,,59,15,100,1829.16,1996.34,,788.96,3013.33,2211.99
3124708,MG,Sudeste,Estrela do Indaiá,estrela_do_indaia,2711,muito_pequeno_ate_10k,2022,1299,292,605,0.22478829869130101,0.4657428791377983,1842.41,1807.01,1569.23,237.77999999999997,0.1515265448659533,206,85,3,88,54,256,1882.83,1623.87,1212.0,943.92,5442.46,2026.73
3124807,MG,Sudeste,Estrela do Sul,estrela_do_sul,6897,muito_pequeno_ate_10k,2022,3400,538,1837,0.15823529411764706,0.5402941176470588,2312.86,2713.23,1771.87,941.3600000000001,0.5312805115499446,300,237,17,150,160,699,2369.77,3147.45,1649.86,870.75,5568.49,3004.45
3124906,MG,Sudeste,Eugenópolis,eugenopolis,11096,pequeno_10k_50k,2022,3917,576,1912,0.1470513147817207,0.488128669900434,1861.3,2513.96,1665.42,848.54,0.509505109822147,388,188,,105,86,1239,2790.02,1945.9,,856.37,3408.09,1838.3
3125002,MG,Sudeste,Ewbank da Câmara,ewbank_da_camara,3986,muito_pequeno_ate_10k,2022,1446,337,694,0.2330567081604426,0.47994467496542187,1772.49,2130.89,1736.66,394.2299999999998,0.2270047101908259,249,89,4,89,34,286,2258.12,1773.52,2500.0,878.07,2801.14,1582.97
3125101,MG,Sudeste,Extrema,extrema,59336,medio_50k_100k,2022,28182,2609,19593,0.0925768220850188,0.6952309985096871,2550.93,3152.46,2273.63,878.8299999999999,0.3865316696208265,1501,1108,215,331,634,4772,3521.37,2652.54,1986.14,1343.42,7330.21,2823.42
3125200,MG,Sudeste,Fama,fama,2676,muito_pequeno_ate_10k,2022,1084,175,597,0.16143911439114392,0.5507380073800738,2024.27,2234.89,1679.25,555.6399999999999,0.3308858121185052,118,57,,21,8,279,2366.99,1961.64,,890.12,4037.84,2620.99
3125309,MG,Sudeste,Faria Lemos,faria_lemos,3230,muito_pequeno_ate_10k,2022,1391,332,583,0.23867721063982747,0.41912293314162474,1530.12,1932.59,1363.17,569.4199999999998,0.4177175260605792,193,139,8,81,33,353,1776.74,2150.06,1591.46,805.98,3647.91,1394.76
3125408,MG,Sudeste,Felício dos Santos,felicio_dos_santos,5251,muito_pequeno_ate_10k,2022,1982,418,523,0.21089808274470231,0.26387487386478303,1230.8,1817.4,1069.75,747.6500000000001,0.6989016125262912,193,224,4,137,14,883,2239.64,1453.51,3500.0,466.63,8133.96,1032.81
3125507,MG,Sudeste,São Gonçalo do Rio Preto,sao_goncalo_do_rio_preto,3099,muito_pequeno_ate_10k,2022,1267,506,296,0.39936858721389107,0.23362273086029992,1403.23,1691.81,1140.65,551.1599999999999,0.4831981764783235,152,354,4,99,17,342,2220.35,1465.27,2500.0,619.39,8776.46,1005.75
3125606,MG,Sudeste,Felisburgo,felisburgo,6575,muito_pequeno_ate_10k,2022,1947,469,713,0.2408834103749358,0.3662044170518747,1544.1,2365.71,1204.68,1161.03,0.9637663113855961,279,190,,111,63,584,2684.36,1897.48,,678.66,5477.7,1001.6
3125705,MG,Sudeste,Felixlândia,felixlandia,14280,pequeno_10k_50k,2022,5974,888,2708,0.1486441245396719,0.45329762303314364,1985.43,2699.76,1762.82,936.9400000000003,0.5315006637092841,651,237,20,232,228,1895,2941.45,2035.94,4943.15,876.95,6353.02,1550.35
3125804,MG,Sudeste,Fernandes Tourinho,fernandes_tourinho,2814,muito_pequeno_ate_10k,2022,1145,251,361,0.21921397379912663,0.31528384279475985,1484.05,1832.86,1496.08,336.78,0.2251082829795199,179,71,10,31,8,484,1978.36,1466.82,1716.55,465.34,7741.25,1248.84
3125903,MG,Sudeste,Ferros,ferros,9603,muito_pequeno_ate_10k,2022,3319,637,1781,0.19192527869840315,0.5366074118710455,1660.42,2561.58,1187.4,1374.1799999999998,1.1573016675088428,487,150,21,200,102,568,2896.68,1477.01,1134.79,687.19,5122.42,1833.42
3125952,MG,Sudeste,Fervedouro,fervedouro,10705,pequeno_10k_50k,2022,3908,714,1700,0.1827021494370522,0.43500511770726713,1591.76,2268.97,1192.87,1076.1,0.9021100371373243,412,302,,108,108,1279,2783.24,1568.88,,670.85,3652.04,1648.15
3126000,MG,Sudeste,Florestal,florestal,8469,muito_pequeno_ate_10k,2022,4251,952,1859,0.22394730651611386,0.43730886850152906,2570.83,3652.24,2063.12,1589.12,0.7702508821590601,641,311,34,128,147,1112,3766.24,3417.51,1893.04,1048.62,5652.14,2224.56
3126109,MG,Sudeste,Formiga,formiga,70897,medio_50k_100k,2022,34269,3884,19041,0.11333858589395664,0.5556333712684934,2418.48,3114.88,1969.23,1145.65,0.5817756178811009,2848,1036,175,1220,1509,8218,3322.64,2543.43,2738.32,1111.9,5812.47,2579.03
3126208,MG,Sudeste,Formoso,formoso,8095,muito_pequeno_ate_10k,2022,2638,534,1191,0.20242608036391205,0.4514783927217589,1797.36,2135.73,1485.65,650.0799999999999,0.4375727795914246,283,251,38,172,49,643,2194.6,2069.38,1367.7,540.4,10899.68,1737.1
3126307,MG,Sudeste,Fortaleza de Minas,fortaleza_de_minas,3453,muito_pequeno_ate_10k,2022,1524,269,656,0.17650918635170604,0.4304461942257218,2110.88,2368.09,1890.01,478.08000000000015,0.25295104258707624,216,53,3,53,10,533,2431.36,2107.79,4000.0,914.08,7754.19,2251.58
3126406,MG,Sudeste,Fortuna de Minas,fortuna_de_minas,3230,muito_pequeno_ate_10k,2022,1649,261,687,0.15827774408732564,0.4166161309884779,1884.03,2141.71,1473.1,668.6100000000001,0.4538795736881407,170,91,22,169,60,444,2165.38,2097.45,1455.66,900.23,6416.37,2121.3
3126505,MG,Sudeste,Francisco Badaró,francisco_badaro,7053,muito_pequeno_ate_10k,2022,2224,624,745,0.2805755395683453,0.33498201438848924,1549.45,2180.3,1122.11,1058.1900000000003,0.9430358877471909,409,215,6,116,21,689,2582.2,1417.55,1212.0,470.37,16187.88,1080.86
3126604,MG,Sudeste,Francisco Dumont,francisco_dumont,4547,muito_pequeno_ate_10k,2022,1596,485,730,0.30388471177944865,0.4573934837092732,1636.86,1925.74,1359.17,566.5699999999999,0.41684998933172435,366,119,10,47,24,299,2023.97,1622.67,2547.88,688.25,9601.14,1314.32
3126703,MG,Sudeste,Francisco Sá,francisco_sa,23753,pequeno_10k_50k,2022,8159,1628,3614,0.19953425664909916,0.4429464395146464,1540.01,2295.63,1220.82,1074.8100000000002,0.8804000589767536,1193,436,22,228,207,2420,2519.61,1682.45,3437.85,660.97,3538.95,1314.86
3126752,MG,Sudeste,Franciscópolis,franciscopolis,5023,muito_pequeno_ate_10k,2022,1487,366,635,0.246133154001345,0.4270342972427707,1407.7,1796.82,1153.07,643.75,0.5582922112274189,186,180,21,91,45,329,1821.22,1771.6,1075.33,439.88,3944.12,1407.43
3126802,MG,Sudeste,Frei Gaspar,frei_gaspar,5731,muito_pequeno_ate_10k,2022,1832,430,861,0.23471615720524017,0.46997816593886466,1323.52,1843.8,1014.48,829.3199999999999,0.8174828483558079,272,157,,70,5,466,1953.58,1653.53,,470.33,8796.02,1455.59
